147.86.3.92 & osnra022.voip.fhnw.ch \\
147.86.3.100 & moodle.test.fhnw.ch \\
147.86.3.101 & moodle3.test.fhnw.ch \\
147.86.3.112 & osnmu22.adm.ds.fhnw.ch \\
147.86.8.159 & aps2.cs.technik.fhnw.ch \\
147.86.8.158 & aps1.cs.technik.fhnw.ch \\
147.86.8.160 & aps3.cs.technik.fhnw.ch \\
147.86.8.161 & openvz01.cs.technik.fhnw.ch \\
147.86.8.162 & cs-PUB-162.cs.technik.fhnw.ch \\
147.86.8.163 & openvz03.cs.technik.fhnw.ch \\
147.86.8.171 & helio-dev.cs.technik.fhnw.ch \\
147.86.8.172 & conf-db.cs.technik.fhnw.ch \\
147.86.8.170 & helio-dev.i4ds.ch \\
147.86.8.173 & cs-PUB-173.cs.technik.fhnw.ch \\
147.86.8.174 & jitsi.cs.technik.fhnw.ch \\
147.86.8.175 & jitsi-build.cs.technik.fhnw.ch \\
147.86.8.176 & projectfork.cs.technik.fhnw.ch \\
147.86.8.179 & abgeschalteter-team.i4ds.ch \\
147.86.8.184 & cs-PUB-184.cs.technik.fhnw.ch \\
147.86.8.185 & web.cs.technik.fhnw.ch \\
147.86.8.191 & cs-PUB-191.cs.technik.fhnw.ch \\
147.86.8.192 & streaming.cs.technik.fhnw.ch \\
147.86.8.194 & livingvindonissa.cs.technik.fhnw.ch \\
147.86.8.195 & plone.cs.technik.fhnw.ch \\
147.86.8.196 & webapache.cs.technik.fhnw.ch \\
147.86.8.197 & lis.imvs.technik.fhnw.ch \\
147.86.8.200 & sjf.cs.technik.fhnw.ch \\
147.86.8.201 & cs-PUB-201.cs.technik.fhnw.ch \\
147.86.8.203 & systemservices.cs.technik.fhnw.ch \\
147.86.8.209 & webdb.cs.technik.fhnw.ch \\
147.86.8.210 & codechecker.cs.technik.fhnw.ch \\
147.86.8.211 & stupla.cs.technik.fhnw.ch \\
147.86.8.213 & dk.cs.technik.fhnw.ch \\
147.86.8.214 & sdent.cs.technik.fhnw.ch \\
147.86.8.215 & redmine.cs.technik.fhnw.ch \\
147.86.8.216 & vm167.cs.technik.fhnw.ch \\
147.86.8.217 & cs-PUB-217.imvs.technik.fhnw.ch \\
147.86.8.222 & cs-PUB-222.cs.technik.fhnw.ch \\
147.86.21.0 & nd40u101-dmz-vl98.net.fhnw.ch \\
147.86.7.1 & ndb0u101virt-pub-vl52.net.fhnw.ch \\
147.86.8.1 & nd48u201-pub-vl53.net.fhnw.ch \\
147.86.7.4 & ndb0u101-pub-vl52.net.fhnw.ch \\
147.86.7.5 & ndb0u102-pub-vl52.net.fhnw.ch \\
147.86.21.15 & vpn3.fhnw.ch \\
147.86.7.16 & ba19ns10001.adm.ds.fhnw.ch \\
147.86.8.16 & loki.cs.technik.fhnw.ch \\
147.86.7.17 & webcorp2.fhnw.ch \\
147.86.8.17 & freya-test.cs.technik.fhnw.ch \\
147.86.7.18 & evasys.ph.fhnw.ch \\
147.86.8.18 & win-ad.cs.technik.fhnw.ch \\
147.86.8.19 & hades.cs.technik.fhnw.ch \\
147.86.7.20 & baselonthemove.ivgi.ha
147.86.8.20 & hades-ilo.cs.technik.fhnw.ch \\
147.86.7.21 & genius.wirtschaft.fhnw.ch \\
147.86.8.21 & freya.cs.technik.fhnw.ch \\
147.86.21.21 & ns3.fhnw.ch \\
147.86.7.22 & promere.ivgi.habg.fhnw.ch \\
147.86.8.22 & ftm1.cs.technik.fhnw.ch \\
147.86.7.23 & ol19ns11003.adm.ds.fhnw.ch \\
147.86.8.23 & proxy02.cs.technik.fhnw.ch \\
147.86.7.24 & aa16as00222.adm.ds.fhnw.ch \\
147.86.7.25 & www.mab-bs.ch \\
147.86.8.25 & sirius.imvs.technik.fhnw.ch \\
147.86.7.26 & rechtsgrundlagen.wirtschaft.fhnw.ch \\
147.86.8.26 & janus.imvs.technik.fhnw.ch \\
147.86.7.27 & wiki.wirtschaft.fhnw.ch \\
147.86.8.27 & helios.cs.technik.fhnw.ch \\
147.86.7.28 & collaboration.ivgi.hab
147.86.7.29 & elo.wirtschaft.fhnw.ch \\
147.86.7.30 & planer.mab-bs.ch \\
147.86.8.30 & inf7550a.cs.technik.fhnw.ch \\
147.86.7.31 & mature.iwi.wirtschaft.fhnw.ch \\
147.86.8.31 & cs-PUB-031.cs.technik.fhnw.ch \\
147.86.7.33 & so16ns00001.fhnw.ch \\
147.86.8.33 & vc.cs.technik.fhnw.ch \\
147.86.7.34 & www.rimab.ch \\
147.86.7.35 & pub.ima.lifesciences.fhnw.ch \\
147.86.8.35 & switch01.cs.technik.fhnw.ch \\
147.86.7.36 & ba23ns00009.fhnw.ch \\
147.86.8.36 & switch02.cs.technik.fhnw.ch \\
147.86.7.37 & ol19ns11008.fhnw.ch \\
147.86.8.37 & switch3.cs.technik.fhnw.ch \\
147.86.8.38 & switch04.cs.technik.fhnw.ch \\
147.86.8.39 & galaxy3.cs.technik.fhnw.ch \\
147.86.8.40 & galaxy4.cs.technik.fhnw.ch \\
147.86.8.41 & galaxy5.cs.technik.fhnw.ch \\
147.86.8.68 & hoover7.cs.technik.fhnw.ch \\
147.86.8.69 & hoover8.cs.technik.fhnw.ch \\
147.86.8.70 & hoover9.cs.technik.fhnw.ch \\
147.86.8.73 & ftpexchange.cs.technik.fhnw.ch \\
147.86.8.74 & stix.i4ds.ch \\
147.86.8.75 & datalogger.cs.technik.fhnw.ch \\
147.86.8.76 & feinstaub.cs.technik.fhnw.ch \\
147.86.8.80 & soleil80.cs.technik.fhnw.ch \\
147.86.8.81 & dbau.cs.technik.fhnw.ch \\
147.86.8.82 & hespe.cs.technik.fhnw.ch \\
147.86.8.83 & desdm.cs.technik.fhnw.ch \\
147.86.8.95 & cs-PUB-095.cs.technik.fhnw.ch \\
147.86.8.96 & cs-PUB-096.cs.technik.fhnw.ch \\
147.86.8.97 & crm-blueconomics.cs.technik.fhnw.ch \\
147.86.8.98 & iCompetence-Workspace.fhnw.ch \\
147.86.8.99 & iCompetence-Webdesign.fhnw.ch \\
147.86.8.101 & project.cs.technik.fhnw.ch \\
147.86.8.102 & helio.cs.technik.fhnw.ch \\
147.86.8.104 & plone3.cs.technik.fhnw.ch \\
147.86.8.105 & helio2.cs.technik.fhnw.ch \\
147.86.8.106 & hedc.cs.technik.fhnw.ch \\
147.86.8.107 & docs.i4ds.technik.fhnw.ch \\
147.86.8.108 & bbbgrades.cs.technik.fhnw.ch \\
147.86.8.110 & cs-PUB-110.cs.technik.fhnw.ch \\
147.86.8.111 & focalpoint.cs.technik.fhnw.ch \\
147.86.8.112 & blueconomics.cs.technik.fhnw.ch \\
147.86.8.113 & jobcrawler.cs.technik.fhnw.ch \\
147.86.8.114 & jobcrawler2.cs.technik.fhnw.ch \\
147.86.8.115 & jobcrawler3.cs.technik.fhnw.ch \\
147.86.8.116 & jobcrawler4.cs.technik.fhnw.ch \\
